0,,"――そうですか、残念です
ではせめてこれをお持ち下さい","Oh, I see. That's too bad. Well, please at least
take this with you.",ui\00_message\npc\base\n9011.gmd,\npc\n9011.arc,n9011.arc,1,,,,,,,,,
61,FUNC_SELECT_NAME_66,サブストーリーログ,Registro de Subtrama,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,61,,,,,,,,,
62,FUNC_SELECT_NAME_67,英霊眠りし道,Caminho Adormecido do Espírito Heróico,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,62,,,,,,,,,
63,FUNC_SELECT_NAME_68,魂を捧げる,Dar Espíritos,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,63,,,,,,,,,
64,FUNC_SELECT_NAME_69,ウォーミッション,Missões de Guerra,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,64,,,,,,,,,
65,FUNC_SELECT_NAME_70,ドミニオンポイントショップ,Loja de Pontos de Domínio,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,65,,,,,,,,,
66,FUNC_SELECT_NAME_71,転生,Reencarnação,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,66,,,,,,,,,
67,FUNC_SELECT_NAME_72,武具のカスタムメイド,Armas Feitas Sob Medida,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,67,,,,,,,,,
68,FUNC_SELECT_NAME_73,武具の資源分解,Desmontagem de Recursos de Equipamento,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,68,,,,,,,,,
69,FUNC_SELECT_NAME_74,冒パスショップ,Loja de Passe de Aventura,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,69,,,,,,,,,
70,FUNC_SELECT_NAME_75,Lv.80にする,Se tornar Lv.80,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,70,,,,,,,,,
71,FUNC_SELECT_NAME_76,竜力の継承を埋める,Concluir Amplificação da Força Dracônica,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,71,,,,,,,,,
72,FUNC_SELECT_NAME_77,冒険をしやすくする,Tornar a Aventura Mais Fácil,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,72,,,,,,,,,
73,FUNC_SELECT_NAME_78,アチーブメント：王家再興,Conquistas: Restauração da Família Real,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,73,,,,,,,,,
74,FUNC_SELECT_NAME_80,紋章メダル交換,Troca de Medalha de Emblema,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,74,,,,,,,,,
75,FUNC_SELECT_NAME_81,おでかけ支援サービス,Serviço de Suporte de Saída,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,75,,,,,,,,,
76,FUNC_SELECT_NAME_82,他人の自室訪問,Visitar o Quarto de Outro,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,76,,,,,,,,,
77,FUNC_SELECT_NAME_83,,,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,77,,,,,,,,,
78,FUNC_SELECT_NAME_84,プレゼント報酬確認,Verificar Recompensa de Presente,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,78,,,,,,,,,
79,FUNC_SELECT_NAME_85,自室訪問設定,Configuração de Visita ao Meu Quarto,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,79,,,,,,,,,
80,FUNC_SELECT_NAME_86,冒険ガイド,Guia de Aventura,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,80,,,,,,,,,
81,FUNC_SELECT_NAME_87,募集掲示板,Quadro de Recrutamento,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,81,,,,,,,,,
82,FUNC_SELECT_NAME_88,黒呪装具の効果封印,Selo de Efeito de Equipamento de Bitterblack,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,82,,,,,,,,,
83,FUNC_SELECT_NAME_89,レアアイテムの鑑定,Avaliação de Item Raro,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,83,,,,,,,,,
84,FUNC_SELECT_NAME_90,黒呪アイテムの持ち帰り,Retirada de Item de Bitterblack,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,84,,,,,,,,,
85,FUNC_SELECT_NAME_91,探索結果の報告,Relatar Resultados da Pesquisa,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,85,,,,,,,,,
86,FUNC_SELECT_NAME_93,Lv.85にする（仮）,Se Tornar Lv.85 (Provisório),ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,86,,,,,,,,,
87,FUNC_SELECT_NAME_94,ジョブ修練スキップ（仮）,Pular Treinamento de Vocação (Provisório),ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,87,,,,,,,,,
88,FUNC_SELECT_NAME_95,印記章交換,Troca de Insígnias,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,88,,,,,,,,,
89,FUNC_SELECT_NAME_96,大口納品イベント,Evento de Entrega Grande,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,89,,,,,,,,,
90,FUNC_SELECT_NAME_97,黒呪ショップ,Loja de Bitterblack,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,90,,,,,,,,,
91,FUNC_SELECT_NAME_98,進行のリセット,Redefinir Progresso,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,91,,,,,,,,,
92,FUNC_SELECT_NAME_99,ワイルドハント,Caçada Selvagem,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,92,,,,,,,,,
93,FUNC_SELECT_NAME_100,ハイオーブ交換,Troca de Orbes Elevados,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,93,,,,,,,,,
94,FUNC_SELECT_NAME_101,ドラゴンアビリティの合成,Síntese de Habilidades de Dragão,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,94,,,,,,,,,
95,FUNC_SELECT_NAME_102,竜防具の鑑定交換,Avaliação de Armadura de Dragão,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,95,,,,,,,,,
96,FUNC_SELECT_NAME_103,リワードミッション,Missões de Recompensa,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,96,,,,,,,,,
97,FUNC_SELECT_NAME_104,リワードメダル交換,Troca de Medalhas de Recompensa,ui\00_message\npc\func_select_name.gmd,\game_common.arc,game_common.arc,97,,,,,,,,,
0,,（肩書なし）,(Sem Título),ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,0,,,,,,,,,
0,,竜力の継承,Amplificação da Força Dracônica,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,1,,,,,,,,,
0,,記録官,Historiador,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,2,,,,,,,,,
0,,ジョブマスター：アルケミスト,Mestre de Vocação: Alquimista,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,3,,,,,,,,,
0,,ジョブマスター：ファイター,Mestre de Vocação: Lutador,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,4,,,,,,,,,
0,,よろず屋・ハイオーブ交換,Loja Geral / Troca de Orbes Elevados,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,5,,,,,,,,,
0,,グランドミッション：魔赤島の狂宴,Grande Missão: Banquete da Ilha Rubra Demoníaca,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,6,,,,,,,,,
0,,よろず屋,Loja Geral,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,7,,,,,,,,,
0,,道具屋,Loja de Itens,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,8,,,,,,,,,
0,,冒険仲介係,Corretor de Aventura,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,9,,,,,,,,,
0,,武器屋,Loja de Armas,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,10,,,,,,,,,
0,,防具屋,Loja de Armaduras,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,11,,,,,,,,,
0,,美容院,Salão de Beleza,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,12,,,,,,,,,
0,,素材屋,Loja de Materiais,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,13,,,,,,,,,
0,,道具屋,Loja de Itens,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,14,,,,,,,,,
0,,バザー,Bazar,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,15,,,,,,,,,
0,,バザー,Bazar,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,16,,,,,,,,,
0,,バザー,Bazar,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,17,,,,,,,,,
0,,道具屋,Loja de Itens,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,18,,,,,,,,,
0,,クラン酒場,Taverna do Clã,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,19,,,,,,,,,
0,,店員,Atendente,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,20,,,,,,,,,
0,,レスタニアニュース・白竜祭・EXM,Notícias de Lestania / Festival do Dragão Branco / mEX,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,21,,,,,,,,,
0,,グランドミッション：目覚めし闇の魔物,Grande Missão: O Demônio da Escuridão Desperta,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,22,,,,,,,,,
0,,グランドミッション：太古の強者,Grande Missão: Guerreiro Ancestral,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,23,,,,,,,,,
0,,グランドミッション：眩き黄金,Grande Missão: O Ouro Deslumbrante,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,24,,,,,,,,,
0,,宿屋,Pousada,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,25,,,,,,,,,
0,,グランドミッション：失われた秩序,Grande Missão: A Ordem Perdida,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,26,,,,,,,,,
0,,クラフト係官,Oficial de Criação,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,27,,,,,,,,,
0,,エクストリームミッション,Missões Extremas,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,28,,,,,,,,,
0,,転職・戦技補佐,Vocação / Suporte de Artes,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,29,,,,,,,,,
0,,訓練官,Treinador,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,30,,,,,,,,,
0,,トレジャーズロット・納品イベント受付,Lote de Tesouros / Recepção de Eventos de Entrega,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,31,,,,,,,,,
0,,素材屋,Loja de Materiais,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,32,,,,,,,,,
0,,バザー,Bazar,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,33,,,,,,,,,
0,,道具屋,Loja de Itens,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,34,,,,,,,,,
0,,素材屋,Loja de Materiais,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,35,,,,,,,,,
0,,道具屋,Loja de Itens,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,36,,,,,,,,,
0,,宿・戦技補佐,Pousada / Suporte de Artes,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,37,,,,,,,,,
0,,店員,Atendente,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,38,,,,,,,,,
0,,エリアマスター,Mestre de Área,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,39,,,,,,,,,
0,,冒険仲介係,Corretor de Aventura,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,40,,,,,,,,,
0,,道具屋,Loja de Itens,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,41,,,,,,,,,
0,,宿・戦技補佐,Pousada / Suporte de Artes,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,42,,,,,,,,,
0,,武具屋,Loja de Equipamentos,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,43,,,,,,,,,
0,,店員,Atendente,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,44,,,,,,,,,
0,,冒険仲介係,Corretor de Aventura,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,45,,,,,,,,,
0,,素材屋,Loja de Materiais,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,46,,,,,,,,,
0,,武具屋,Loja de Equipamentos,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,47,,,,,,,,,
0,,宿・戦技補佐,Pousada / Suporte de Artes,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,48,,,,,,,,,
0,,冒険仲介係,Corretor de Aventura,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,49,,,,,,,,,
0,,宿・戦技補佐,Pousada / Suporte de Artes,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,50,,,,,,,,,
0,,武具屋,Loja de Equipamentos,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,51,,,,,,,,,
0,,冒険仲介係,Corretor de Aventura,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,52,,,,,,,,,
0,,素材屋,Loja de Materiais,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,53,,,,,,,,,
0,,武具屋,Loja de Equipamentos,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,54,,,,,,,,,
0,,道具屋,Loja de Itens,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,55,,,,,,,,,
0,,宿・戦技補佐,Pousada / Suporte de Artes,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,56,,,,,,,,,
0,,エリアマスター,Mestre de Área,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,57,,,,,,,,,
0,,よろず屋,Loja Geral,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,58,,,,,,,,,
0,,泉の係官,Gerente de Fontes,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,59,,,,,,,,,
0,,泉の係官,Gerente de Fontes,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,60,,,,,,,,,
0,,泉の係官,Gerente de Fontes,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,61,,,,,,,,,
0,,冒険仲介係,Corretor de Aventura,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,62,,,,,,,,,
0,,宿・戦技補佐,Pousada / Suporte de Artes,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,63,,,,,,,,,
0,,エリアマスター,Mestre de Área,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,64,,,,,,,,,
0,,武具屋,Loja de Equipamentos,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,65,,,,,,,,,
0,,素材屋,Loja de Materiais,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,66,,,,,,,,,
0,,冒険仲介係,Corretor de Aventura,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,67,,,,,,,,,
0,,武具屋,Loja de Equipamentos,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,68,,,,,,,,,
0,,道具屋,Loja de Itens,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,69,,,,,,,,,
0,,宿・戦技補佐,Pousada / Suporte de Artes,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,70,,,,,,,,,
0,,道具屋,Loja de Itens,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,71,,,,,,,,,
0,,ジョブマスター：ウォリアー,Mestre de Vocação: Guerreiro,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,72,,,,,,,,,
0,,店員,Atendente,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,73,,,,,,,,,
0,,エリアマスター,Mestre de Área,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,74,,,,,,,,,
0,,冒険仲介係,Corretor de Aventura,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,75,,,,,,,,,
0,,武具屋,Loja de Equipamentos,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,76,,,,,,,,,
0,,宿・戦技補佐,Pousada / Suporte de Artes,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,77,,,,,,,,,
0,,エリアマスター,Mestre de Área,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,78,,,,,,,,,
0,,オーブ交換：珍品／素材,Troca de Orbe: Itens Raros / Materiais,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,79,,,,,,,,,
0,,よろず屋,Loja Geral,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,80,,,,,,,,,
0,,宿・戦技補佐,Pousada / Suporte de Artes,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,81,,,,,,,,,
0,,よろず屋,Loja Geral,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,82,,,,,,,,,
0,,オーブ交換：クレスト,Troca de Orbe: Cristas,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,83,,,,,,,,,
0,,ジョブマスター：プリースト,Mestre de Vocação: Sacerdote,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,84,,,,,,,,,
0,,冒険仲介係,Corretor de Aventura,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,85,,,,,,,,,
0,,宿・戦技補佐,Pousada / Suporte de Artes,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,86,,,,,,,,,
0,,エリアマスター,Mestre de Área,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,87,,,,,,,,,
0,,武具屋,Loja de Equipamentos,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,88,,,,,,,,,
0,,冒険仲介係,Corretor de Aventura,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,89,,,,,,,,,
0,,ジョブマスター：シールドセージ,Mestre de Vocação: Sábio do Escudo,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,90,,,,,,,,,
0,,ジョブマスター：ソーサラー,Mestre de Vocação: Feiticeiro,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,91,,,,,,,,,
0,,宿・ジョブマスター：Ｅアーチャ―,Pousada / Mestre de Vocação: Arqueiro Elemental,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,92,,,,,,,,,
0,,道具屋・ジョブマスター：ハンター,Loja de Itens / Mestre de Vocação: Caçador,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,93,,,,,,,,,
0,,ジョブマスター：シーカー,Mestre de Vocação: Buscador,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,94,,,,,,,,,
0,,エリアマスター・宿,Mestre de Área / Pousada,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,95,,,,,,,,,
0,,エリアマスター・宿,Mestre de Área / Pousada,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,96,,,,,,,,,
0,,エリアマスター,Mestre de Área,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,97,,,,,,,,,
0,,エリアマスター,Mestre de Área,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,98,,,,,,,,,
0,,エリアマスター,Mestre de Área,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,99,,,,,,,,,
0,,エリアマスター・道具屋,Mestre de Área / Loja de Itens,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,100,,,,,,,,,
0,,道具屋,Loja de Itens,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,101,,,,,,,,,
0,,復活力・ログインスタンプ,Poder de Revivificação / Selo de Login,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,102,,,,,,,,,
0,,鑑定交換,Troca de Avaliação,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,103,,,,,,,,,
0,,よろず屋,Loja Geral,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,104,,,,,,,,,
0,,よろず屋,Loja Geral,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,105,,,,,,,,,
0,,自室の管理,Gerenciamento de Quarto Próprio,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,106,,,,,,,,,
0,,戦技練習,Prática de Guerra,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,107,,,,,,,,,
0,,受付,Recepcionista,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,108,,,,,,,,,
0,,よろず屋,Loja Geral,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,109,,,,,,,,,
0,,現れしポーン,Peão Manifesto,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,110,,,,,,,,,
0,,黒呪の迷宮 案内人,Guia do Labirinto de Bitterblack,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,111,,,,,,,,,
0,,エリアマスター,Mestre de Área,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,112,,,,,,,,,
0,,冒険ガイド・エクストリームミッション,Guia de Aventura / Missões Extremas,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,113,,,,,,,,,
0,,宿・よろず屋,Pousada / Loja Geral,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,114,,,,,,,,,
0,,クラン執務官,Oficial do Clã,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,115,,,,,,,,,
0,,クラン執務官,Oficial do Clã,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,116,,,,,,,,,
0,,クランダンジョン,Masmorra do Clã,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,117,,,,,,,,,
0,,宿・転職・戦技補佐,Pousada / Vocação / Suporte de Artes,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,118,,,,,,,,,
0,,宿・戦技補佐,Pousada / Suporte de Artes,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,119,,,,,,,,,
0,,よろず屋,Loja Geral,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,120,,,,,,,,,
0,,冒険仲介係,Corretor de Aventura,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,121,,,,,,,,,
0,,エリアマスター,Mestre de Área,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,122,,,,,,,,,
0,,宿・転職・戦技補佐,Pousada / Vocação / Suporte de Artes,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,123,,,,,,,,,
0,,よろず屋,Loja Geral,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,124,,,,,,,,,
0,,オーブ交換：クレスト,Troca de Orbe: Cristas,ui\00_message\npc\npc_class_name.gmd,\npc\npc_common.arc,npc_common.arc,125,,,,,,,,,
